service_date,total_rides
09/06/2011,1863443
09/07/2011,1852926
09/08/2011,1829185
09/09/2011,1804478
09/10/2011,1151754
09/11/2011,840053
09/12/2011,1833787
09/13/2011,1876619
09/14/2011,1836708
09/15/2011,1858764
09/16/2011,1836386
09/17/2011,1196051
09/18/2011,761486
09/19/2011,1815153
09/20/2011,1882338
09/21/2011,1870984
09/22/2011,1846614
09/23/2011,1764839
09/24/2011,1121894
09/25/2011,781941
09/26/2011,1761415
09/27/2011,1810964
09/28/2011,1812277
09/29/2011,1805387
09/30/2011,1823669
09/01/2017,1588055
10/01/2011,1182672
10/02/2011,830929
10/03/2011,1842710
10/04/2011,1857907
10/05/2011,1857442
10/06/2011,1860104
10/07/2011,1858167
10/08/2011,1215481
10/09/2011,982763
10/10/2011,1526701
10/11/2011,1843737
10/12/2011,1845163
10/13/2011,1784583
10/14/2011,1841927
10/15/2011,1195300
10/16/2011,808795
10/17/2011,1813447
10/18/2011,1814520
10/19/2011,1726862
10/20/2011,1782957
10/21/2011,1855829
10/22/2011,1175839
10/23/2011,818133
10/24/2011,1801653
10/25/2011,1824842
10/26/2011,1812003
10/27/2011,1832659
10/28/2011,1752029
10/29/2011,1134626
10/30/2011,751846
10/31/2011,1761578
10/01/2011,1182672
10/02/2011,830929
10/03/2011,1842710
10/04/2011,1857907
10/05/2011,1857442
10/06/2011,1860104
10/07/2011,1858167
10/08/2011,1215481
10/09/2011,982763
10/10/2011,1526701
10/11/2011,1843737
10/12/2011,1845163
10/13/2011,1784583
10/14/2011,1841927
10/15/2011,1195300
10/16/2011,808795
10/17/2011,1813447
10/18/2011,1814520
10/19/2011,1726862
10/20/2011,1782957
10/21/2011,1855829
10/22/2011,1175839
10/23/2011,818133
10/24/2011,1801653
10/25/2011,1824842
10/26/2011,1812003
10/27/2011,1832659
10/28/2011,1752029
10/29/2011,1134626
10/30/2011,751846
10/31/2011,1761578
11/01/2011,1861634
11/02/2011,1842214
11/03/2011,1767296
11/04/2011,1879321
11/05/2011,1199758
11/06/2011,808783
11/07/2011,1810084
11/08/2011,1751737
11/09/2011,1795886
11/10/2011,1726104
11/11/2011,1560772
11/12/2011,1134576
11/13/2011,802329
11/14/2011,1789451
11/15/2011,1849900
11/16/2011,1801230
11/17/2011,1751533
11/18/2011,1709076
11/19/2011,1187917
11/20/2011,785187
11/21/2011,1765672
11/22/2011,1701494
11/23/2011,1672843
11/24/2011,576123
11/25/2011,1087699
11/26/2011,936682
11/27/2011,671502
11/28/2011,1720155
11/29/2011,1699668
11/30/2011,1773494
12/01/2011,1836532
12/02/2011,1853165
12/03/2011,1123424
12/04/2011,781627
12/05/2011,1750447
12/06/2011,1747352
12/07/2011,1751354
12/08/2011,1745036
12/09/2011,1732800
12/10/2011,1039845
12/11/2011,749392
12/12/2011,1661340
12/13/2011,1694372
12/14/2011,1615101
12/15/2011,1695425
12/16/2011,1710120
12/17/2011,1051815
12/18/2011,780866
12/19/2011,1622466
12/20/2011,1608159
12/21/2011,1597534
12/22/2011,1516528
12/23/2011,1394613
12/24/2011,772025
12/25/2011,418136
12/26/2011,761602
12/27/2011,1220243
12/28/2011,1283202
12/29/2011,1321399
12/30/2011,1290703
12/31/2011,991464
01/01/2012,615614
01/02/2012,727159
01/03/2012,1411016
01/04/2012,1465382
01/05/2012,1494139
01/06/2012,1536825
01/07/2012,974289
01/08/2012,686711
01/09/2012,1651241
01/10/2012,1718135
01/11/2012,1746044
01/12/2012,1665876
01/13/2012,1633455
01/14/2012,935108
01/15/2012,679671
01/16/2012,1099309
01/17/2012,1742379
01/18/2012,1739545
01/19/2012,1694437
01/20/2012,1572561
01/21/2012,946570
01/22/2012,666405
01/23/2012,1720878
01/24/2012,1782081
01/25/2012,1786015
01/26/2012,1791941
01/27/2012,1689518
01/28/2012,1040915
01/29/2012,709529
01/30/2012,1727354
01/31/2012,1791041
02/01/2012,1847673
02/02/2012,1820934
02/03/2012,1729287
02/04/2012,1080037
02/05/2012,751797
02/06/2012,1738083
02/07/2012,1762916
02/08/2012,1807597
02/09/2012,1807844
02/10/2012,1697802
02/11/2012,990795
02/12/2012,715716
02/13/2012,1535915
02/14/2012,1815732
02/15/2012,1778288
02/16/2012,1795081
02/17/2012,1789959
02/18/2012,1120891
02/19/2012,797859
02/20/2012,1304893
02/21/2012,1762200
02/22/2012,1784310
02/23/2012,1768626
02/24/2012,1701774
02/25/2012,1047783
02/26/2012,746921
02/27/2012,1727391
02/28/2012,1759930
02/29/2012,1791854
03/01/2012,1814740
03/02/2012,1737093
03/03/2012,1041223
03/04/2012,733454
03/05/2012,1565665
03/06/2012,1828654
03/07/2012,1797468
03/08/2012,1784428
03/09/2012,1756147
03/10/2012,1125837
03/11/2012,798903
03/12/2012,1731550
03/13/2012,1816779
03/14/2012,1850222
03/15/2012,1824744
03/16/2012,1818863
03/17/2012,1463925
03/18/2012,863254
03/19/2012,1722868
03/20/2012,1761847
03/21/2012,1773631
03/22/2012,1733531
03/23/2012,1630990
03/24/2012,1071482
03/25/2012,826051
03/26/2012,1697521
03/27/2012,1747213
03/28/2012,1765184
03/29/2012,1748418
03/30/2012,1710664
03/31/2012,1087062
04/01/2012,799332
04/02/2012,1631606
04/03/2012,1693465
04/04/2012,1679673
04/05/2012,1683666
04/06/2012,1503743
04/07/2012,1072301
04/08/2012,719016
04/09/2012,1737433
04/10/2012,1790613
04/11/2012,1814697
04/12/2012,1825239
04/13/2012,1699968
04/14/2012,1115043
04/15/2012,763031
04/16/2012,1709931
04/17/2012,1801673
04/18/2012,1768161
04/19/2012,1732632
04/20/2012,1731734
04/21/2012,1127779
04/22/2012,781410
04/23/2012,1771211
04/24/2012,1753786
04/25/2012,1719668
04/26/2012,1804807
04/27/2012,1772186
04/28/2012,1017931
04/29/2012,767682
04/30/2012,1680830
05/01/2012,1816579
05/02/2012,1815256
05/03/2012,1852648
05/04/2012,1832412
05/05/2012,1164427
05/06/2012,777847
05/07/2012,1731844
05/08/2012,1824876
05/09/2012,1793914
05/10/2012,1780209
05/11/2012,1788011
05/12/2012,1038385
05/13/2012,776775
05/14/2012,1683505
05/15/2012,1744310
05/16/2012,1747888
05/17/2012,1761042
05/18/2012,1674298
05/19/2012,1112458
05/20/2012,819805
05/21/2012,1452772
05/22/2012,1735854
05/23/2012,1758292
05/24/2012,1772112
05/25/2012,1741711
05/26/2012,1105377
05/27/2012,895660
05/28/2012,826571
05/29/2012,1731725
05/30/2012,1744679
05/31/2012,1625315
06/01/2012,1785675
06/02/2012,1188328
06/03/2012,866962
06/04/2012,1761347
06/05/2012,1797891
06/06/2012,1787327
06/07/2012,1800432
06/08/2012,1826609
06/09/2012,1273984
06/10/2012,913815
06/11/2012,1712309
06/12/2012,1776586
06/13/2012,1765460
06/14/2012,1742863
06/15/2012,1799939
06/16/2012,1186895
06/17/2012,869680
06/18/2012,1610725
06/19/2012,1660889
06/20/2012,1689152
06/21/2012,1660050
06/22/2012,1713518
06/23/2012,1168668
06/24/2012,1043613
06/25/2012,1658967
06/26/2012,1699377
06/27/2012,1708994
06/28/2012,1582887
06/29/2012,1659628
06/30/2012,1168832
07/01/2012,824754
07/02/2012,1606189
07/03/2012,1686383
07/04/2012,895318
07/05/2012,1462213
07/06/2012,1504621
07/07/2012,1068298
07/08/2012,832091
07/09/2012,1631827
07/10/2012,1671989
07/11/2012,1733881
07/12/2012,1743133
07/13/2012,1700112
07/14/2012,1201692
07/15/2012,954762
07/16/2012,1631124
07/17/2012,1638646
07/18/2012,1685331
07/19/2012,1667434
07/20/2012,1683893
07/21/2012,1149387
07/22/2012,834370
07/23/2012,1611005
07/24/2012,1604283
07/25/2012,1654672
07/26/2012,1665862
07/27/2012,1706009
07/28/2012,1203289
07/29/2012,862947
07/30/2012,1613066
07/31/2012,1646899
08/01/2012,1739744
08/02/2012,1692989
08/03/2012,1825921
08/04/2012,1180401
08/05/2012,975495
08/06/2012,1648473
08/07/2012,1650479
08/08/2012,1652666
08/09/2012,1643331
08/10/2012,1702392
08/11/2012,1159727
08/12/2012,875006
08/13/2012,1538228
08/14/2012,1672661
08/15/2012,1706218
08/16/2012,1583982
08/17/2012,1720051
08/18/2012,1225360
08/19/2012,908078
08/20/2012,1626566
08/21/2012,1714646
08/22/2012,1734731
08/23/2012,1727370
08/24/2012,1753400
08/25/2012,1181995
08/26/2012,751800
08/27/2012,1731178
08/28/2012,1775397
08/29/2012,1776707
08/30/2012,1775536
08/31/2012,1839036
09/01/2012,1169315
09/02/2012,948553
09/03/2012,876467
09/04/2012,1858217
09/05/2012,1860727
09/06/2012,1893887
09/07/2012,1855636
09/08/2012,1245318
09/09/2012,862458
09/10/2012,1767743
09/11/2012,1815703
09/12/2012,1809921
09/13/2012,1784461
09/14/2012,1812082
09/15/2012,1240699
09/16/2012,866947
09/17/2012,1721598
09/18/2012,1784069
09/19/2012,1895450
09/20/2012,1901403
09/21/2012,1848090
09/22/2012,1176947
09/23/2012,867462
09/24/2012,1844827
09/25/2012,1881040
09/26/2012,1875286
09/27/2012,1893140
09/28/2012,1884089
09/29/2012,1228623
09/30/2012,852987
10/01/2012,1901044
10/02/2012,1914976
10/03/2012,1926454
10/04/2012,1909088
10/05/2012,1877923
10/06/2012,1192776
10/07/2012,962707
10/08/2012,1690962
10/09/2012,1884092
10/10/2012,1878014
10/11/2012,1892749
10/12/2012,1863593
10/13/2012,1051452
10/14/2012,770898
10/15/2012,1848233
10/16/2012,1874922
10/17/2012,1849655
10/18/2012,1866740
10/19/2012,1853754
10/20/2012,1208919
10/21/2012,848370
10/22/2012,1772339
10/23/2012,1827445
10/24/2012,1886332
10/25/2012,1825857
10/26/2012,1836343
10/27/2012,1155656
10/28/2012,795984
10/29/2012,1794163
10/30/2012,1777555
10/31/2012,1823032
11/01/2012,1887858
11/02/2012,1880520
11/03/2012,1138508
11/04/2012,833471
11/05/2012,1836392
11/06/2012,1819894
11/07/2012,1835831
11/08/2012,1857461
11/09/2012,1864020
11/10/2012,1122690
11/11/2012,832758
11/12/2012,1490402
11/13/2012,1765902
11/14/2012,1835000
11/15/2012,1844991
11/16/2012,1848412
11/17/2012,1243197
11/18/2012,808949
11/19/2012,1806346
11/20/2012,1822091
11/21/2012,1695869
11/22/2012,619448
11/23/2012,1002877
11/24/2012,854614
11/25/2012,722063
11/26/2012,1723886
11/27/2012,1751780
11/28/2012,1780935
11/29/2012,1780886
11/30/2012,1852135
12/01/2012,1178932
12/02/2012,835056
12/03/2012,1811361
12/04/2012,1815010
12/05/2012,1809068
12/06/2012,1781692
12/07/2012,1803505
12/08/2012,1109516
12/09/2012,713954
12/10/2012,1663237
12/11/2012,1706229
12/12/2012,1720424
12/13/2012,1726836
12/14/2012,1772182
12/15/2012,1022581
12/16/2012,784640
12/17/2012,1637248
12/18/2012,1644363
12/19/2012,1657774
12/20/2012,1536728
12/21/2012,1505429
12/22/2012,953135
12/23/2012,768131
12/24/2012,858943
12/25/2012,385775
12/26/2012,1044654
12/27/2012,1224777
12/28/2012,1300262
12/29/2012,908200
12/30/2012,696630
12/31/2012,1163600
01/01/2013,614811
01/02/2013,1318137
01/03/2013,1477848
01/04/2013,1510886
01/05/2013,905686
01/06/2013,664727
01/07/2013,1623512
01/08/2013,1663085
01/09/2013,1687270
01/10/2013,1658148
01/11/2013,1700776
01/12/2013,1000848
01/13/2013,645503
01/14/2013,1666930
01/15/2013,1724291
01/16/2013,1726814
01/17/2013,1734181
01/18/2013,1716752
01/19/2013,1010381
01/20/2013,647991
01/21/2013,971510
01/22/2013,1519911
01/23/2013,1649490
01/24/2013,1666786
01/25/2013,1628795
01/26/2013,954086
01/27/2013,621921
01/28/2013,1718549
01/29/2013,1738073
01/30/2013,1732545
01/31/2013,1669031
02/01/2013,1538419
02/02/2013,932579
02/03/2013,667575
02/04/2013,1694364
02/05/2013,1754566
02/06/2013,1775079
02/07/2013,1716722
02/08/2013,1718105
02/09/2013,1037344
02/10/2013,671331
02/11/2013,1702555
02/12/2013,1588431
02/13/2013,1824625
02/14/2013,1813182
02/15/2013,1745174
02/16/2013,1011188
02/17/2013,763390
02/18/2013,1397197
02/19/2013,1670733
02/20/2013,1715650
02/21/2013,1751198
02/22/2013,1661178
02/23/2013,1000856
02/24/2013,707402
02/25/2013,1750372
02/26/2013,1625259
02/27/2013,1737326
02/28/2013,1752538
03/01/2013,1757282
03/02/2013,1049497
03/03/2013,741872
03/04/2013,1730925
03/05/2013,1577996
03/06/2013,1704860
03/07/2013,1764406
03/08/2013,1764042
03/09/2013,1023902
03/10/2013,702884
03/11/2013,1723774
03/12/2013,1756563
03/13/2013,1783203
03/14/2013,1788513
03/15/2013,1774510
03/16/2013,1237308
03/17/2013,771977
03/18/2013,1687500
03/19/2013,1713681
03/20/2013,1702080
03/21/2013,1729615
03/22/2013,1724714
03/23/2013,1034616
03/24/2013,690216
03/25/2013,1458843
03/26/2013,1531207
03/27/2013,1550778
03/28/2013,1572973
03/29/2013,1451467
03/30/2013,989960
03/31/2013,670135
04/01/2013,1688515
04/02/2013,1721650
04/03/2013,1780938
04/04/2013,1774343
04/05/2013,1742858
04/06/2013,1070769
04/07/2013,797803
04/08/2013,1714762
04/09/2013,1740164
04/10/2013,1678369
04/11/2013,1735419
04/12/2013,1748471
04/13/2013,1062901
04/14/2013,802079
04/15/2013,1710522
04/16/2013,1768240
04/17/2013,1626506
04/18/2013,1505415
04/19/2013,1678283
04/20/2013,1063468
04/21/2013,755011
04/22/2013,1732704
04/23/2013,1638093
04/24/2013,1689164
04/25/2013,1763599
04/26/2013,1750075
04/27/2013,1114736
04/28/2013,776298
04/29/2013,1726931
04/30/2013,1768018
05/01/2013,1839737
05/02/2013,1780917
05/03/2013,1753913
05/04/2013,1120342
05/05/2013,821659
05/06/2013,1747510
05/07/2013,1780428
05/08/2013,1795362
05/09/2013,1724945
05/10/2013,1698427
05/11/2013,1039048
05/12/2013,728824
05/13/2013,1674862
05/14/2013,1756846
05/15/2013,1753699
05/16/2013,1728599
05/17/2013,1723922
05/18/2013,1118978
05/19/2013,849061
05/20/2013,1689880
05/21/2013,1702471
05/22/2013,1669878
05/23/2013,1680760
05/24/2013,1687457
05/25/2013,970556
05/26/2013,796572
05/27/2013,701907
05/28/2013,1654909
05/29/2013,1729854
05/30/2013,1713924
05/31/2013,1763970
06/01/2013,1076240
06/02/2013,773554
06/03/2013,1761626
06/04/2013,1760657
06/05/2013,1741647
06/06/2013,1758495
06/07/2013,1798397
06/08/2013,1199244
06/09/2013,867506
06/10/2013,1724752
06/11/2013,1779680
06/12/2013,1688305
06/13/2013,1793977
06/14/2013,1781493
06/15/2013,1077485
06/16/2013,849465
06/17/2013,1661941
06/18/2013,1676627
06/19/2013,1708700
06/20/2013,1698891
06/21/2013,1642933
06/22/2013,1122507
06/23/2013,873781
06/24/2013,1620157
06/25/2013,1582854
06/26/2013,1557201
06/27/2013,1636669
06/28/2013,1793453
06/29/2013,1084020
06/30/2013,1031780
07/01/2013,1627314
07/02/2013,1589303
07/03/2013,1639293
07/04/2013,932598
07/05/2013,1398938
07/06/2013,1083141
07/07/2013,821656
07/08/2013,1528087
07/09/2013,1636990
07/10/2013,1717950
07/11/2013,1746490
07/12/2013,1731487
07/13/2013,1228316
07/14/2013,900525
07/15/2013,1588017
07/16/2013,1620177
07/17/2013,1629648
07/18/2013,1624633
07/19/2013,1673780
07/20/2013,1193191
07/21/2013,880506
07/22/2013,1612802
07/23/2013,1640215
07/24/2013,1641323
07/25/2013,1635136
07/26/2013,1578794
07/27/2013,1076132
07/28/2013,826867
07/29/2013,1588569
07/30/2013,1607819
07/31/2013,1606340
08/01/2013,1704594
08/02/2013,1713107
08/03/2013,1242331
08/04/2013,937409
08/05/2013,1573754
08/06/2013,1613024
08/07/2013,1593060
08/08/2013,1614995
08/09/2013,1617577
08/10/2013,1135776
08/11/2013,824148
08/12/2013,1533688
08/13/2013,1595807
08/14/2013,1600404
08/15/2013,1583130
08/16/2013,1620699
08/17/2013,1140202
08/18/2013,856717
08/19/2013,1531650
08/20/2013,1593841
08/21/2013,1598930
08/22/2013,1552845
08/23/2013,1648903
08/24/2013,1097857
08/25/2013,817195
08/26/2013,1716576
08/27/2013,1754489
08/28/2013,1751595
08/29/2013,1807696
08/30/2013,1766537
08/31/2013,1058850
09/01/2013,917418
09/02/2013,799155
09/03/2013,1850999
09/04/2013,1847778
09/05/2013,1823103
09/06/2013,1854400
09/07/2013,1144958
09/08/2013,830885
09/09/2013,1805088
09/10/2013,1796718
09/11/2013,1831248
09/12/2013,1862481
09/13/2013,1839834
09/14/2013,1136878
09/15/2013,755386
09/16/2013,1809710
09/17/2013,1837448
09/18/2013,1806714
09/19/2013,1792093
09/20/2013,1834665
09/21/2013,1155692
09/22/2013,813680
09/23/2013,1807220
09/24/2013,1847200
09/25/2013,1866616
09/26/2013,1860832
09/27/2013,1832271
09/28/2013,1142446
09/29/2013,799695
09/30/2013,1772809
10/01/2013,1860378
10/02/2013,1831664
10/03/2013,1849517
10/04/2013,1819307
10/05/2013,1063612
10/06/2013,819753
10/07/2013,1782217
10/08/2013,1825175
10/09/2013,1831396
10/10/2013,1844829
10/11/2013,1826102
10/12/2013,1094571
10/13/2013,961913
10/14/2013,1514820
10/15/2013,1770699
10/16/2013,1796816
10/17/2013,1815038
10/18/2013,1809849
10/19/2013,1097872
10/20/2013,784464
10/21/2013,1750958
10/22/2013,1733599
10/23/2013,1790733
10/24/2013,1818067
10/25/2013,1784078
10/26/2013,1070248
10/27/2013,759684
10/28/2013,1751618
10/29/2013,1767076
10/30/2013,1759085
10/31/2013,1742629
11/01/2013,1721507
11/02/2013,1076290
11/03/2013,814773
11/04/2013,1766471
11/05/2013,1778060
11/06/2013,1757982
11/07/2013,1786861
11/08/2013,1782536
11/09/2013,1096509
11/10/2013,797912
11/11/2013,1399645
11/12/2013,1654790
11/13/2013,1751283
11/14/2013,1774509
11/15/2013,1776295
11/16/2013,1038595
11/17/2013,660453
11/18/2013,1723413
11/19/2013,1762694
11/20/2013,1762236
11/21/2013,1766450
11/22/2013,1752614
11/23/2013,1048943
11/24/2013,674817
11/25/2013,1641025
11/26/2013,1681213
11/27/2013,1441786
11/28/2013,554312
11/29/2013,1074544
11/30/2013,1013178
12/01/2013,704442
12/02/2013,1712259
12/03/2013,1783761
12/04/2013,1800610
12/05/2013,1739846
12/06/2013,1699899
12/07/2013,979215
12/08/2013,679756
12/09/2013,1650087
12/10/2013,1610678
12/11/2013,1624784
12/12/2013,1587330
12/13/2013,1691354
12/14/2013,982183
12/15/2013,674917
12/16/2013,1554584
12/17/2013,1600608
12/18/2013,1620586
12/19/2013,1603467
12/20/2013,1591321
12/21/2013,935242
12/22/2013,685457
12/23/2013,1236510
12/24/2013,815873
12/25/2013,363078
12/26/2013,995622
12/27/2013,1191650
12/28/2013,911223
12/29/2013,627779
12/30/2013,1142767
12/31/2013,1161309
01/01/2014,585098
01/02/2014,1170498
01/03/2014,1289552
01/04/2014,830745
01/05/2014,505649
01/06/2014,580617
01/07/2014,958491
01/08/2014,1493729
01/09/2014,1588251
01/10/2014,1597891
01/11/2014,950906
01/12/2014,699694
01/13/2014,1711228
01/14/2014,1685294
01/15/2014,1702190
01/16/2014,1693141
01/17/2014,1652377
01/18/2014,899904
01/19/2014,688896
01/20/2014,1102147
01/21/2014,1589611
01/22/2014,1610041
01/23/2014,1540808
01/24/2014,1443335
01/25/2014,886955
01/26/2014,617976
01/27/2014,974515
01/28/2014,1005384
01/29/2014,1623524
01/30/2014,1654326
01/31/2014,1684651
02/01/2014,903950
02/02/2014,677864
02/03/2014,1660953
02/04/2014,1706398
02/05/2014,1582723
02/06/2014,1642075
02/07/2014,1598530
02/08/2014,930132
02/09/2014,687210
02/10/2014,1605272
02/11/2014,1667366
02/12/2014,1555394
02/13/2014,1759341
02/14/2014,1739494
02/15/2014,1016267
02/16/2014,725545
02/17/2014,1290270
02/18/2014,1724330
02/19/2014,1758297
02/20/2014,1653154
02/21/2014,1693629
02/22/2014,1023347
02/23/2014,707359
02/24/2014,1664969
02/25/2014,1686215
02/26/2014,1613201
02/27/2014,1604752
02/28/2014,1682216
03/01/2014,1008170
03/02/2014,675702
03/03/2014,1610466
03/04/2014,1714834
03/05/2014,1688149
03/06/2014,1738267
03/07/2014,1727917
03/08/2014,1000651
03/09/2014,733333
03/10/2014,1726510
03/11/2014,1731726
03/12/2014,1615127
03/13/2014,1725440
03/14/2014,1775066
03/15/2014,1268711
03/16/2014,721365
03/17/2014,1696358
03/18/2014,1742382
03/19/2014,1687950
03/20/2014,1743324
03/21/2014,1738613
03/22/2014,1050052
03/23/2014,733391
03/24/2014,1630033
03/25/2014,1647390
03/26/2014,1695340
03/27/2014,1652939
03/28/2014,1676907
03/29/2014,1010821
03/30/2014,812100
03/31/2014,1702288
04/01/2014,1758805
04/02/2014,1736676
04/03/2014,1682849
04/04/2014,1747761
04/05/2014,1130691
04/06/2014,809402
04/07/2014,1666119
04/08/2014,1686395
04/09/2014,1782880
04/10/2014,1753724
04/11/2014,1756446
04/12/2014,1098992
04/13/2014,721507
04/14/2014,1490004
04/15/2014,1578948
04/16/2014,1624762
04/17/2014,1635519
04/18/2014,1526646
04/19/2014,1044163
04/20/2014,732669
04/21/2014,1618109
04/22/2014,1732599
04/23/2014,1705165
04/24/2014,1688365
04/25/2014,1733879
04/26/2014,1080177
04/27/2014,744805
04/28/2014,1619165
04/29/2014,1690330
04/30/2014,1697591
05/01/2014,1773174
05/02/2014,1775533
05/03/2014,1143461
05/04/2014,786122
05/05/2014,1733167
05/06/2014,1758680
05/07/2014,1740831
05/08/2014,1763244
05/09/2014,1684382
05/10/2014,1076246
05/11/2014,723560
05/12/2014,1591672
05/13/2014,1640079
05/14/2014,1665759
05/15/2014,1642002
05/16/2014,1664287
05/17/2014,1072378
05/18/2014,817340
05/19/2014,1617356
05/20/2014,1703755
05/21/2014,1716916
05/22/2014,1696604
05/23/2014,1669839
05/24/2014,1066118
05/25/2014,854226
05/26/2014,758799
05/27/2014,1608985
05/28/2014,1657164
05/29/2014,1663572
05/30/2014,1716904
05/31/2014,1108775
06/01/2014,822490
06/02/2014,1591146
06/03/2014,1748536
06/04/2014,1641432
06/05/2014,1708717
06/06/2014,1702959
06/07/2014,1110059
06/08/2014,822861
06/09/2014,1629121
06/10/2014,1607784
06/11/2014,1631926
06/12/2014,1660236
06/13/2014,1692884
06/14/2014,1138084
06/15/2014,798876
06/16/2014,1525979
06/17/2014,1544652
06/18/2014,1484271
06/19/2014,1545507
06/20/2014,1588660
06/21/2014,1040916
06/22/2014,880466
06/23/2014,1551840
06/24/2014,1615087
06/25/2014,1636697
06/26/2014,1662384
06/27/2014,1673253
06/28/2014,1098335
06/29/2014,962677
06/30/2014,1463798
07/01/2014,1608654
07/02/2014,1550132
07/03/2014,1583809
07/04/2014,952835
07/05/2014,952916
07/06/2014,764990
07/07/2014,1525975
07/08/2014,1562301
07/09/2014,1618957
07/10/2014,1637936
07/11/2014,1656585
07/12/2014,968747
07/13/2014,867297
07/14/2014,1519876
07/15/2014,1568920
07/16/2014,1597309
07/17/2014,1600506
07/18/2014,1659051
07/19/2014,1138019
07/20/2014,855339
07/21/2014,1561431
07/22/2014,1591342
07/23/2014,1616887
07/24/2014,1623128
07/25/2014,1606458
07/26/2014,1103444
07/27/2014,827525
07/28/2014,1540310
07/29/2014,1557503
07/30/2014,1576300
07/31/2014,1605049
08/01/2014,1666350
08/02/2014,1164146
08/03/2014,861803
08/04/2014,1515621
08/05/2014,1562009
08/06/2014,1568681
08/07/2014,1573403
08/08/2014,1624095
08/09/2014,1134872
08/10/2014,833674
08/11/2014,1490839
08/12/2014,1492412
08/13/2014,1563487
08/14/2014,1581308
08/15/2014,1570577
08/16/2014,1084408
08/17/2014,804555
08/18/2014,1494715
08/19/2014,1515658
08/20/2014,1587639
08/21/2014,1510988
08/22/2014,1579017
08/23/2014,976463
08/24/2014,819948
08/25/2014,1500497
08/26/2014,1615726
08/27/2014,1643353
08/28/2014,1641299
08/29/2014,1652968
08/30/2014,1102799
08/31/2014,900488
09/01/2014,786094
09/02/2014,1725573
09/03/2014,1798358
09/04/2014,1736766
09/05/2014,1735082
09/06/2014,1128436
09/07/2014,822932
09/08/2014,1742896
09/09/2014,1767917
09/10/2014,1687007
09/11/2014,1786469
09/12/2014,1746778
09/13/2014,1110728
09/14/2014,818282
09/15/2014,1728769
09/16/2014,1792384
09/17/2014,1808273
09/18/2014,1816044
09/19/2014,1810498
09/20/2014,1077975
09/21/2014,805604
09/22/2014,1766487
09/23/2014,1787161
09/24/2014,1794923
09/25/2014,1787901
09/26/2014,1772246
09/27/2014,1108209
09/28/2014,809631
09/29/2014,1728292
09/30/2014,1751207
10/01/2014,1835983
10/02/2014,1781366
10/03/2014,1766246
10/04/2014,1040425
10/05/2014,774036
10/06/2014,1756165
10/07/2014,1785699
10/08/2014,1794885
10/09/2014,1808020
10/10/2014,1793836
10/11/2014,1111795
10/12/2014,939472
10/13/2014,1458187
10/14/2014,1729658
10/15/2014,1782785
10/16/2014,1807231
10/17/2014,1794004
10/18/2014,1093399
10/19/2014,817721
10/20/2014,1740980
10/21/2014,1761968
10/22/2014,1777604
10/23/2014,1778763
10/24/2014,1758670
10/25/2014,1086516
10/26/2014,772954
10/27/2014,1732436
10/28/2014,1766230
10/29/2014,1757905
10/30/2014,1782419
10/31/2014,1694280
11/01/2014,1048003
11/02/2014,799959
11/03/2014,1800823
11/04/2014,1776629
11/05/2014,1817908
11/06/2014,1763456
11/07/2014,1675765
11/08/2014,1056390
11/09/2014,791403
11/10/2014,1724491
11/11/2014,1457322
11/12/2014,1709394
11/13/2014,1656083
11/14/2014,1705253
11/15/2014,991643
11/16/2014,704177
11/17/2014,1621774
11/18/2014,1602095
11/19/2014,1663335
11/20/2014,1686651
11/21/2014,1686180
11/22/2014,1059939
11/23/2014,721130
11/24/2014,1603811
11/25/2014,1669361
11/26/2014,1391482
11/27/2014,519264
11/28/2014,950533
11/29/2014,911621
11/30/2014,679266
12/12/2014,1685387
12/16/2014,1605768
12/01/2014,1656426
12/14/2014,775164
12/27/2014,786689
12/02/2014,1692369
12/17/2014,1589192
12/28/2014,636606
12/04/2014,1743485
12/11/2014,1697563
12/31/2014,1242297
12/20/2014,974142
12/18/2014,1590517
12/06/2014,1060426
12/26/2014,992386
12/30/2014,1213342
12/08/2014,1617000
12/22/2014,1325273
12/03/2014,1746894
12/09/2014,1670182
12/13/2014,1074558
12/05/2014,1738072
12/24/2014,937788
12/19/2014,1573358
12/21/2014,729367
12/10/2014,1677315
12/07/2014,732344
12/29/2014,1214028
12/23/2014,1337844
12/15/2014,1597438
12/25/2014,397846
01/17/2015,957256
07/24/2014,1623128
01/12/2015,1609880
01/31/2015,971322
07/12/2014,968747
01/20/2015,1668876
07/23/2014,1616887
07/04/2014,952835
07/05/2014,952916
07/06/2014,764990
01/18/2015,692155
01/02/2015,1183958
07/27/2014,827525
07/25/2014,1606458
07/22/2014,1591342
01/29/2015,1658391
01/06/2015,1451866
07/15/2014,1568920
01/21/2015,1662038
01/27/2015,1677905
07/01/2014,1608654
01/01/2015,588180
07/21/2014,1561431
01/16/2015,1646399
01/13/2015,1625000
07/03/2014,1583809
01/10/2015,787812
01/08/2015,1138269
01/05/2015,1411795
07/11/2014,1656585
01/04/2015,597758
07/08/2014,1562301
07/14/2014,1519876
07/18/2014,1659051
07/10/2014,1637936
01/15/2015,1659699
07/20/2014,855339
01/14/2015,1627859
07/19/2014,1138019
01/23/2015,1649943
01/24/2015,953889
01/19/2015,1099723
01/30/2015,1688939
01/03/2015,781462
07/02/2014,1550132
01/11/2015,628521
07/13/2014,867297
07/29/2014,1557503
07/26/2014,1103444
01/28/2015,1685977
